person_id,name,current_party
ocd-person/eb152f16-def8-5b51-9379-e7e463628ad6,Kim Schrier,Democratic
ocd-person/d3f90fd1-5f64-5d18-a658-bdd021b89f46,Kirsten E. Gillibrand,Democratic
ocd-person/79575558-ef44-5bb5-9c64-3d3fe3fb4427,Kweisi Mfume,Democratic
ocd-person/37a72ecf-c1ae-5c91-b4ee-d72f4e9e8894,Kyrsten Sinema,Independent
ocd-person/8d52be7e-dba0-5b01-bb9a-c0cfb72fa609,Lance Gooden,Republican
ocd-person/0490575c-d32c-56f5-9d82-c0511ebe4fb8,Laphonza R. Butler,Democratic
ocd-person/9b31b2fc-8303-5ad0-85d3-1051a49aedb2,Larry Bucshon,Republican
ocd-person/96350e36-02c1-512a-8b83-fdd0dd93be88,Laurel M. Lee,Republican
ocd-person/bbaa33e5-6ab2-5fba-bb46-35e44f89e553,Lauren Boebert,Republican
ocd-person/9415f4f1-c2b8-5543-b695-d8cace3373f2,Lauren Underwood,Democratic
ocd-person/b01048a9-27a5-5fed-b5ef-7bf3b3be6d04,Linda T. Sánchez,Democratic
ocd-person/111e4df8-6815-5549-9833-57120f302f81,Lindsey Graham,Republican
ocd-person/0b32bee9-863e-522f-99b8-9ad8e5d8f42e,Lisa Blunt Rochester,Democratic
ocd-person/f8a1c19c-3aa4-5c20-a8a4-211a40b2c540,Lisa C. McClain,Republican
ocd-person/cd76253c-a786-586d-aaac-bd14db985c3b,Lisa Murkowski,Republican
ocd-person/b2b37c5e-17c0-5833-b5e0-fe4f93834761,Lizzie Fletcher,Democratic
ocd-person/09fc76c2-eb6b-52c2-bc3d-de183e362df0,Lloyd Doggett,Democratic
ocd-person/0f2326f2-b5dc-5428-bcaa-9a1078d0750c,Lloyd Smucker,Republican
ocd-person/6dca533f-6c45-5308-9d6c-b579d4baf301,Lois Frankel,Democratic
ocd-person/dba5c00d-d539-5816-8781-e63f28d8b3e2,Lori Chavez-DeRemer,Republican
ocd-person/f8d561c8-c0f2-5251-9d52-53289b82c7d9,Lori Trahan,Democratic
ocd-person/b5d26a8a-2954-574c-abf8-1c232e928c9c,Lucy McBath,Democratic
ocd-person/1daf07ea-2575-511e-a5a8-47f0662cf209,Madeleine Dean,Democratic
ocd-person/fe3cbb3c-90cd-5661-8f02-2e7da15459b8,Marc A. Veasey,Democratic
ocd-person/014b069e-c444-50fe-99ef-bf72ae5aecd5,Marco Rubio,Republican
ocd-person/5cc850f2-c4fa-5844-ab4c-bb44a07159ac,Marcus J. Molinaro,Republican
ocd-person/b6f3dafd-0c6e-5694-ac20-59a88e891f62,Marcy Kaptur,Democratic
ocd-person/c59c2d02-3a1e-55a7-b1eb-638a902899d5,Margaret Wood Hassan,Democratic
ocd-person/46c3b77a-7d00-5ecc-83d0-04c8fa05bf04,Maria Cantwell,Democratic
ocd-person/23524e03-1206-50cb-844d-ddea47f258da,Maria Elvira Salazar,Republican
ocd-person/fc8623ea-be1e-518f-aa76-3598910fa676,Mariannette Miller-Meeks,Republican
ocd-person/3d465b8f-2f67-5283-8cab-da3990ec8c49,Marie Gluesenkamp Perez,Democratic
ocd-person/f0914f67-02b0-5f3c-8f03-949f79c30f62,Marilyn Strickland,Democratic
ocd-person/7e5729d1-198d-5389-be51-d1e05969729c,Mario Diaz-Balart,Republican
ocd-person/8c511e48-a002-5f1c-a4b9-1cd18b7f7a6e,Marjorie Taylor Greene,Republican
ocd-person/baf62641-318a-58be-bb76-f7c6aeb97684,Mark Alford,Republican
ocd-person/a1d66d4f-5f94-5605-9e25-96c8f5b4e2df,Mark DeSaulnier,Democratic
ocd-person/e58ac762-d546-52f3-8efd-8a2c8f12f731,Mark E. Amodei,Republican
ocd-person/92fdf72b-20aa-5d08-83b8-833c4714b0ac,Mark E. Green,Republican
ocd-person/30665d55-5695-5ede-930d-c92e63e4ee65,Mark Kelly,Democratic
ocd-person/50093b91-c03b-5dbf-acb8-e5881dd576e4,Mark Pocan,Democratic
ocd-person/0149412b-3e52-5743-bf11-a11ef4a98856,Mark R. Warner,Democratic
ocd-person/d01bffb6-a515-5ca5-8203-3a9b8d5da15e,Mark Takano,Democratic
ocd-person/c1fcdb86-e58e-59ed-94f2-40e481824423,Markwayne Mullin,Republican
ocd-person/fad2ab8c-d191-5eb8-9bd8-5bbc44a35f0d,Marsha Blackburn,Republican
ocd-person/fb46b038-d2a8-5824-bb36-deb07f8d9f54,Martin Heinrich,Democratic
ocd-person/b98a30a0-ae7f-5910-9883-3132a7164446,Mary E. Miller,Republican
ocd-person/4dc45e4a-78e1-545f-94c1-10c1d9a12f15,Mary Gay Scanlon,Democratic
ocd-person/be59b2eb-82fa-5b34-af53-30a9aa8b1123,Mary Sattler Peltola,Democratic
ocd-person/1f22bb4c-3315-53ae-848a-e30bb8fec18e,Matt Cartwright,Democratic
ocd-person/89e031c0-3988-5b08-b7a3-7d4e63eb0579,Matt Gaetz,Republican
ocd-person/5b030c5d-0d50-5452-b2f8-95f8659056fb,"Matthew M. Rosendale, Sr.",Republican
ocd-person/a26ef77d-1f50-5c77-918d-83f917ac83fb,Max L. Miller,Republican
ocd-person/fc7a4a9e-9274-546f-ae5c-bcf46f3fe0f2,Maxine Waters,Democratic
ocd-person/f0bef4bc-bb68-55ca-afb8-9104567b2f17,Maxwell Frost,Democratic
ocd-person/ee89a520-227a-575d-8379-5d36b6e6b2a2,Mazie K. Hirono,Democratic
ocd-person/e3c837d0-9b42-53c9-a131-896bb28aa319,Melanie A. Stansbury,Democratic
ocd-person/91ba3b6a-a4c8-54ab-8964-8498641a6d8f,Michael A. Rulli,Republican
ocd-person/e40d8398-4cca-57bb-a8cc-8376230801d4,Michael C. Burgess,Republican
ocd-person/da5e831e-227c-58a1-bf1a-86782158fb57,Michael Cloud,Republican
ocd-person/16a0a125-6ebe-58b3-810f-df10c0e7df1f,Michael F. Bennet,Democratic
ocd-person/6b015607-c3dd-5867-a1bb-733bf84fe091,Michael Guest,Republican
ocd-person/ba023811-213b-5bb1-a0dc-11a9458364f1,Michael K. Simpson,Republican
ocd-person/029be488-4aad-5a5f-95f1-7ab1aaf27c29,Michael Lawler,Republican
ocd-person/bac6c65d-846b-5e60-9532-fa216c99ccf6,Michael R. Turner,Republican
ocd-person/15d37180-ddd2-5bb6-8dd4-cdd2690eca86,Michael T. McCaul,Republican
ocd-person/f335088b-3b7b-5009-9dd9-f389ffe59cdb,Michael Waltz,Republican
ocd-person/66724fb4-e553-59cb-b8ba-314e3bf9f1ea,Michelle Fischbach,Republican
ocd-person/b95a5cd3-53ca-5f03-8b14-703add32cf84,Michelle Steel,Republican
ocd-person/f49d7d57-812e-584d-85f7-0c3b547bfca4,Mike Bost,Republican
ocd-person/c3e17251-9796-592a-a8ed-8dea288dadf7,Mike Braun,Republican
ocd-person/e2402add-94f2-53fa-9f40-69ba590c744f,Mike Carey,Republican
ocd-person/0f7a88d1-4e4c-565a-b905-706181d7b561,Mike Collins,Republican
ocd-person/9243a3a9-4e91-5fc8-9643-ae46455b688b,Mike Crapo,Republican
ocd-person/fef4e629-aa7e-5bc5-9128-abfce1af96d5,Mike Ezell,Republican
ocd-person/51e14e3d-a2c7-5d16-81d5-6608049b5d7e,Mike Flood,Republican
ocd-person/0f9b050b-b8cf-56d9-bc31-edfcdd3c2fe5,Mike Gallagher,Republican
ocd-person/db31d257-8b81-52c8-a2e1-d26c6ee4a8be,Mike Garcia,Republican
ocd-person/ef2a1e73-edb7-5f53-9f61-da2020fc417d,Mike Johnson,Republican
ocd-person/72511635-46e3-536d-8880-b32c7cf3e470,Mike Kelly,Republican
ocd-person/461257ff-088f-5edd-b342-4652ce1c111f,Mike Lee,Republican
ocd-person/ac0c3c4b-14c8-5bc1-bb8b-001af291ee3d,Mike Levin,Democratic
ocd-person/b8578429-a84d-5542-a903-02feaee3a7d4,Mike Quigley,Democratic
ocd-person/612162b9-752c-50f4-b2e5-de10dae5c160,Mike Rogers,Republican
ocd-person/bfd392c5-2d61-56fa-94c6-ea12aaee7ea6,Mike Rounds,Republican
ocd-person/237700e9-fd25-5daa-a301-2fde714f5923,Mike Thompson,Democratic
ocd-person/bbe70084-5f54-5897-8518-a9467558a4b1,Mikie Sherrill,Democratic
ocd-person/200bd7b3-ce8e-5541-a649-b53e30862567,Mitch McConnell,Republican
ocd-person/2279327b-86e8-5baf-ad04-7b3e20f3da0c,Mitt Romney,Republican
ocd-person/c03dd126-0872-5937-9967-68aedb1ab964,Monica De La Cruz,Republican
ocd-person/868d6300-e9e7-5df4-bfe1-2e7fd1a632ac,Morgan Luttrell,Republican
ocd-person/d9c43ab0-97c8-565b-80cf-9da35c1ccbee,Morgan McGarvey,Democratic
ocd-person/c50627f5-6447-55e3-9ca9-183daf188b58,Nancy Mace,Republican
ocd-person/8056c810-7170-5009-88c3-a670ab30164b,Nancy Pelosi,Democratic
ocd-person/5ec7a759-2c3a-5270-8328-13c7ac611580,Nanette Diaz Barragán,Democratic
ocd-person/0c6bf250-87f0-5c8b-8c0f-31366a703a37,Nathaniel Moran,Republican
ocd-person/cebc95c4-7c20-58c5-829c-c3391f0761fa,Neal P. Dunn,Republican
ocd-person/a4321566-0258-5d46-bc51-c1f77ba95ba0,Nicholas A. Langworthy,Republican
ocd-person/30fe5d74-0224-5d11-92d2-5766471e6cc5,Nick LaLota,Republican
ocd-person/d47735a4-c407-5389-bfd2-f638ffccdd06,Nicole Malliotakis,Republican
ocd-person/132a1bba-204a-5d4f-a406-40b4342bad1b,Nikema Williams,Democratic
ocd-person/f2c67d83-e6fb-5fa9-aa38-663e9f62e81b,Nikki Budzinski,Democratic
ocd-person/32caaab6-5712-57c2-83c6-7b226b2c1056,Norma J. Torres,Democratic
ocd-person/bc18d350-32b2-5e37-8b43-6f85ae9b5b09,Nydia M. Velázquez,Democratic
ocd-person/425d847d-6fbf-55a7-a117-76bca5e3f299,Pat Fallon,Republican
ocd-person/10de7024-4b40-57b0-ae78-101372fd4a02,Patrick Ryan,Democratic
ocd-person/3ae689a1-81a2-5c40-b26e-ee49648945d6,Patrick T. McHenry,Republican
ocd-person/eb3ab543-13a1-53db-a8a1-459e8e91b701,Patty Murray,Democratic
ocd-person/5eae38e3-8420-5c09-831a-db73d9cba978,Paul A. Gosar,Republican
ocd-person/19360ce3-5ad4-5b67-b253-0239a5360fbb,Paul Tonko,Democratic
ocd-person/705749f4-c12c-5090-88fa-012d36611500,Pete Aguilar,Democratic
ocd-person/e1b9405a-e695-5bc5-b3b0-6cdc1415f53c,Pete Ricketts,Republican
ocd-person/4325bd84-1297-5481-a6b7-80534123c81f,Pete Sessions,Republican
ocd-person/54c25fbc-b91d-5d2b-8403-9b8fb1fb6792,Pete Stauber,Republican
ocd-person/8addb5a8-a569-54b2-811b-b5d091350411,Peter Welch,Democratic
ocd-person/7849cc06-924b-5f36-a446-1f97d9fbdc63,Pramila Jayapal,Democratic
ocd-person/b13e8680-abc9-51dc-a6b6-bed78927bfff,Raja Krishnamoorthi,Democratic
ocd-person/06cee575-8fbe-5552-9f2b-9fe5aa2a3725,Raúl M. Grijalva,Democratic
ocd-person/9b2b75b5-2641-51be-91c3-9d14d40e4d1a,Ralph Norman,Republican
ocd-person/7a1c13f9-1aac-5461-aa2a-11642749828d,Rand Paul,Republican
ocd-person/31a92a8a-f498-5ca5-a37b-fd92b162c913,Randy Feenstra,Republican
ocd-person/4662eadc-a9a7-500c-b9c2-521a013d3729,"Randy K. Weber, Sr.",Republican
ocd-person/37f5a4b9-98b2-5c3d-857b-6e02f5123345,Raphael G. Warnock,Democratic
ocd-person/e7497932-512f-5b6f-8830-aa4b6737cd2e,Rashida Tlaib,Democratic
ocd-person/4db06595-7db2-51a8-8574-703e9af111b9,Raul Ruiz,Democratic
ocd-person/62fd9e8b-80ea-5484-b1f1-3f3b4c350cc3,Richard Blumenthal,Democratic
ocd-person/882d0f96-61bb-57b0-9683-c72425d337e9,Richard E. Neal,Democratic
ocd-person/18943ddd-9052-5b22-905b-65ff2ac3abf7,Richard Hudson,Republican
ocd-person/7d0c4665-2bcf-5e53-b450-25461cd13d85,Richard J. Durbin,Democratic
ocd-person/3056cc98-9ca1-5293-8064-fc12fd9c689f,Richard McCormick,Republican
ocd-person/9f1d5b03-66ab-5d94-9b92-aed4e8168c4d,Rick Larsen,Democratic
ocd-person/3a57e816-1e10-58b5-8394-0272542ca567,Rick Scott,Republican
ocd-person/4cdf55a7-a62e-5b3d-a07f-305f4e9dc5c1,Rick W. Allen,Republican
ocd-person/3a4aef6c-28c5-5cb7-a664-0e8c9d0c4fd2,Ritchie Torres,Democratic
ocd-person/1256e24c-ef63-5a90-9cf6-1da0dcd63ce8,Ro Khanna,Democratic
ocd-person/1a69c825-1015-5d72-a8d8-a720d586c3b4,Robert B. Aderholt,Republican
ocd-person/b20b2d62-fa4a-5014-baac-2f86e1c691eb,"Robert C. ""Bobby"" Scott",Democratic
ocd-person/2158a719-5cfa-5c41-92f7-4f0853782d2b,Robert E. Latta,Republican
ocd-person/48a4fe68-6141-50ff-8d0b-0693119fd250,Robert Garcia,Democratic
ocd-person/0adba0f5-0723-584b-8071-3e442a01f2d2,Robert J. Wittman,Republican
ocd-person/a516a327-22fc-57af-931b-f28926b44b85,Robert Menendez,Democratic
ocd-person/18aff1ad-b362-53c8-bc7c-59cda8993c62,"Robert P. Casey, Jr.",Democratic
ocd-person/ced9bf2d-1308-5316-94c0-c1410716021a,Robin L. Kelly,Democratic
ocd-person/8fe2b037-b8ff-5161-9bb4-196e9f1d9dca,Roger F. Wicker,Republican
ocd-person/09a67947-f66a-55ac-b4ba-5c656ad7f67d,Roger Marshall,Republican
ocd-person/e77e9595-b0fb-5923-a051-9f3221d8d6a9,Roger Williams,Republican
ocd-person/09eb0ce6-8616-5896-b1d2-d90f494eb4d9,Ron Estes,Republican
ocd-person/67d8f8b5-1fad-5132-9da8-3210783163a8,Ron Johnson,Republican
ocd-person/7b0a82d1-eb2f-53a3-8352-de8b64d41060,Ron Wyden,Democratic
ocd-person/417128fd-ee37-5676-988d-263b908aa027,Ronny Jackson,Republican
ocd-person/30e732cb-6e0a-5920-bd7e-8d62ca9b2f7c,Rosa L. DeLauro,Democratic
ocd-person/256da84c-1b8a-5d48-99ba-9c9f7dd2d310,Ruben Gallego,Democratic
ocd-person/bf37099b-56fe-54fe-acc1-a6d79a0107d1,Rudy Yakym III,Republican
ocd-person/59f2dee7-1c9f-588e-a8ca-158e054f7fca,Russ Fulcher,Republican
ocd-person/3036516e-5f78-5d6a-9160-989a3f6cd149,Russell Fry,Republican
ocd-person/23aee4a1-f0aa-5803-9678-aebad9194f19,Ryan K. Zinke,Republican
ocd-person/a106e70c-7857-5d7c-8252-5f4768818ef2,Salud O. Carbajal,Democratic
ocd-person/82ed7662-b9c2-53f7-bab6-c2d59732128b,Sam Graves,Republican
ocd-person/bbc6615a-22ca-51f6-b674-8c7753e93333,"Sanford D. Bishop, Jr.",Democratic
ocd-person/7c181af1-a048-53f0-a16c-833ffd27aef4,Sara Jacobs,Democratic
ocd-person/e34e7060-b2be-56c9-a20f-42de3d875b88,Scott DesJarlais,Republican
ocd-person/ad74f627-3223-5505-811c-599046becb2e,Scott Fitzgerald,Republican
ocd-person/04fde057-6aef-56ae-9baa-b1450d74ab09,Scott Franklin,Republican
ocd-person/379b2f6a-82e3-572b-a471-75020486662e,Scott H. Peters,Democratic
ocd-person/2ac15c4d-4052-5a49-9b5c-70b93a4e325e,Scott Perry,Republican
ocd-person/89f8b007-1bf3-589a-bffe-92acf526f448,Sean Casten,Democratic
ocd-person/2b7e8cfa-f37a-5155-ac79-e769b3cf71da,Seth Magaziner,Democratic
ocd-person/7cdb552c-a069-5bae-8c32-c42a2f6c04f6,Seth Moulton,Democratic
ocd-person/70056f40-1938-557d-be5d-ddb841c9f19a,Sharice Davids,Democratic
ocd-person/89e894b3-e6a6-5c7c-bc77-dd60cc826b0d,Sheila Cherfilus-McCormick,Democratic
ocd-person/99710435-8a59-5f14-9acd-da267980551c,Sheila Jackson Lee,Democratic
ocd-person/fd0623ac-bbc8-5c5e-839f-37148d89c36e,Sheldon Whitehouse,Democratic
ocd-person/793e5b46-2682-51ff-bfca-adf217ca9a65,Shelley Moore Capito,Republican
ocd-person/b84b6427-85e2-5d0c-b9e8-a44270378405,Sherrod Brown,Democratic
ocd-person/f2916088-1774-50ba-8023-34f7fe686e49,Shontel M. Brown,Democratic
ocd-person/cca4b382-1b0b-5872-86a8-abe74e9f6e3a,Shri Thanedar,Democratic
ocd-person/8b830e4d-1e2b-5b7b-9f71-6152222a342f,Stacey E. Plaskett,Democratic
ocd-person/5554fdf4-9035-5d23-aeb0-fee7d786fa81,Steny H. Hoyer,Democratic
ocd-person/2add0122-3206-5502-985b-18808db8f685,Stephanie I. Bice,Republican
ocd-person/cc7120d8-f57d-5841-9526-3429e9f0f2c2,Stephen F. Lynch,Democratic
ocd-person/e56dabed-c7b4-51c2-a29b-c9850bc9feff,Steve Cohen,Democratic
ocd-person/75cfdbf0-b681-5535-8a97-b53310335e72,Steve Daines,Republican
ocd-person/b86826b1-800d-5976-98fa-617ccb74ce88,Steve Scalise,Republican
ocd-person/b3fc0e27-b0a3-5106-ae4f-65d6cc93c031,Steve Womack,Republican
ocd-person/980a78cc-847f-50be-8967-6c8895ad337e,Steven Horsford,Democratic
ocd-person/e2bd9b69-7425-5f80-b432-41b690306379,Summer L. Lee,Democratic
ocd-person/a6f624bf-9a40-53ad-a0da-92f115d619aa,Susan M. Collins,Republican
ocd-person/b5356530-dd09-5b14-98f2-365d70bf4e5c,Susan Wild,Democratic
ocd-person/4333db3d-a55e-5d8e-b2ec-1041414ba2e6,Susie Lee,Democratic
ocd-person/799d9723-1f90-5558-b8c6-6f293c7eaddd,Suzan K. DelBene,Democratic
ocd-person/90d40f72-ffae-544d-86bb-b41605730fee,Suzanne Bonamici,Democratic
ocd-person/1608d897-8cf1-5902-9e45-fbd0bbd72cca,Sydney Kamlager-Dove,Democratic
ocd-person/168e0e9e-0d4c-57d2-99a6-8fc99be594be,Sylvia R. Garcia,Democratic
ocd-person/d7c97bc3-b7cb-585b-b9e3-def97fcb9db6,Tammy Baldwin,Democratic
ocd-person/c02182c1-3275-5f3e-9c66-2f0873cc72c7,Tammy Duckworth,Democratic
ocd-person/67c3f0bb-7182-51b8-98d0-253144992bfe,Ted Budd,Republican
ocd-person/c4d35f64-f25b-5888-9fcb-f3cb97df500e,Ted Cruz,Republican
ocd-person/b472f29c-b960-5cea-b5fb-0e9d4d6d10a4,Ted Lieu,Democratic
ocd-person/1548bb05-ef78-5582-9058-fd92d3c9c61c,Teresa Leger Fernandez,Democratic
ocd-person/f747c3f1-7247-5c91-9870-901ec617e884,Terri A. Sewell,Democratic
ocd-person/3ad2df38-e817-50b9-924d-9dbd4bba94a8,Thom Tillis,Republican
ocd-person/1cbf8801-61cd-5f46-93c1-0d02f110035a,"Thomas H. Kean, Jr.",Republican
ocd-person/7d1234be-d22a-5374-8022-59a795f0f3f4,Thomas Massie,Republican
ocd-person/5048bd11-acf0-5775-a75f-5f085fc8bc11,Thomas P. Tiffany,Republican
ocd-person/762f36c5-6766-5708-9066-d1d6340500d3,Thomas R. Carper,Democratic
ocd-person/4182b897-5c2e-5dff-a87c-aa7911e81a3d,Thomas R. Suozzi,Democratic
ocd-person/06b83e26-fe35-526d-86fb-7a6d80b20d1a,Tim Burchett,Republican
ocd-person/4d537f5f-04fd-578a-a8d2-61dd4972e758,Tim Kaine,Democratic
ocd-person/3bb4a99e-9448-5b35-86cd-114bd035535e,Tim Scott,Republican
ocd-person/9e622be4-95d2-5bf7-a99f-543d45400e82,Tim Walberg,Republican
ocd-person/7d860788-e85f-5f23-a7dc-133364f9d4e9,Timothy M. Kennedy,Democratic
ocd-person/f82067c3-a257-54ae-b6bd-ebe5178372e7,Tina Smith,Democratic
ocd-person/7ec39cbb-df0e-5970-aba1-5722964f55bb,Todd Young,Republican
ocd-person/34706e89-9ed8-5078-b825-f310caf5a8f6,Tom Cole,Republican
ocd-person/a0c9885f-b9f8-5045-9e74-044a886b9a6e,Tom Cotton,Republican
ocd-person/08e42c4f-2c5e-5fe0-87cf-0e8de2bdb52d,Tom Emmer,Republican
ocd-person/173a4f3f-e38f-569e-97b2-e0424195f16c,Tom McClintock,Republican
ocd-person/0ee1b661-2035-5dc1-ab1c-b87d25682775,Tommy Tuberville,Republican
ocd-person/147fa8d0-050e-585a-b299-b82e84db0845,Tony Cárdenas,Democratic
ocd-person/7e086fc4-85ff-58af-a436-5f6fa7bfa527,Tony Gonzales,Republican
ocd-person/675e8a3b-ea68-55f8-aeb8-be287fe621bd,Tracey Mann,Republican
ocd-person/c495bde9-29b3-5e71-ab0e-dedff0de9a84,Trent Kelly,Republican
ocd-person/5e3dc0b5-2afe-5b83-ab42-9352225b2235,Troy A. Carter,Democratic
ocd-person/7ba189b5-1c2a-5acd-8118-446326a8e02b,Troy Balderson,Republican
ocd-person/ec5c60e6-2666-535c-a95a-ec6ab9e02e3f,Troy E. Nehls,Republican
ocd-person/8d143b3d-646a-5199-95f5-497e17f386dd,Val T. Hoyle,Democratic
ocd-person/2b138e95-2a83-5c51-a3f4-397017c9210e,Valerie P. Foushee,Democratic
ocd-person/1e646f7b-600b-503f-9524-3ae95d00cd2d,Vern Buchanan,Republican
ocd-person/a656d2f5-2e90-535c-91d9-d27ad1150c03,Veronica Escobar,Democratic
ocd-person/8b1ad439-078b-5e79-a845-64236b87f11f,Vicente Gonzalez,Democratic
ocd-person/bdb81964-c3cc-5f48-8854-7b9c88c23755,Victoria Spartz,Republican
ocd-person/2d6b7f7f-a241-5064-9812-9506beb2b76e,Vince Fong,Republican
ocd-person/b77761e4-93cb-5fbb-972e-5d591198df8f,Virginia Foxx,Republican
ocd-person/5fdae4c2-ba21-56a4-ae8c-5e95a175a90a,W. Gregory Steube,Republican
ocd-person/1eaeee77-2e74-51b9-a70f-30e16378f080,Warren Davidson,Republican
ocd-person/2cb7c1ce-a9a1-5644-bfb8-14508d2d5f87,Wesley Hunt,Republican
ocd-person/9866e387-b0c1-5f4d-b5da-dbde28ac482a,Wiley Nickel,Democratic
ocd-person/ec0f62a4-5b85-5df2-888a-200166766b17,William R. Keating,Democratic
ocd-person/678a7e1c-3834-5536-937f-fdb30edca68e,William R. Timmons IV,Republican
ocd-person/4e28b856-d0c9-53f7-8dbd-bb9c6b99f145,Yadira Caraveo,Democratic
ocd-person/34a22a9d-abf9-5e79-91f5-e4e08be6d2c9,Young Kim,Republican
ocd-person/969d3e67-5686-5b4c-a8fe-5ec702a7343d,Yvette D. Clarke,Democratic
ocd-person/144ba1b8-981f-58d8-b85d-c38fca7d524c,Zachary Nunn,Republican
ocd-person/80764021-2b87-5b48-8999-98943700dea8,Zoe Lofgren,Democratic
